time_epoch,time,temp_c,temp_f,is_day,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,uv,condition.text,condition.icon,condition.code,name,region,country,lat,lon,tz_id,localtime_epoch,localtime
1701572400,2023-12-03 11:00,3.7,38.6,1,0.9,1.4,179,S,1027.0,30.33,0.0,0.0,24,0,3.7,38.6,3.7,38.6,3.7,38.6,-14.9,5.1,0,0,0,0,10.0,6.0,1.1,1.8,2.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701576000,2023-12-03 12:00,4.7,40.4,1,2.5,4.0,182,S,1026.0,30.29,0.0,0.0,21,0,4.2,39.5,4.2,39.5,4.7,40.4,-15.4,4.2,0,0,0,0,10.0,6.0,3.0,4.8,2.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701579600,2023-12-03 13:00,5.5,41.9,1,3.4,5.4,191,SSW,1024.0,30.25,0.0,0.0,20,1,4.5,40.1,4.5,40.1,5.5,41.9,-15.6,3.8,0,0,0,0,10.0,6.0,4.1,6.6,3.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701583200,2023-12-03 14:00,6.1,43.0,1,3.4,5.4,193,SSW,1023.0,30.21,0.0,0.0,19,3,5.2,41.3,5.2,41.3,6.1,42.9,-15.9,3.5,0,0,0,0,10.0,6.0,4.2,6.8,3.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701586800,2023-12-03 15:00,6.3,43.4,1,3.4,5.4,195,SSW,1022.0,30.19,0.0,0.0,18,9,5.5,41.8,5.5,41.8,6.3,43.4,-15.8,3.5,0,0,0,0,10.0,6.0,4.5,7.2,3.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701590400,2023-12-03 16:00,5.9,42.7,1,2.2,3.6,197,SSW,1022.0,30.18,0.0,0.0,19,36,5.7,42.3,5.7,42.3,5.9,42.7,-15.7,3.8,0,0,0,0,10.0,6.0,3.4,5.4,3.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701594000,2023-12-03 17:00,4.9,40.9,0,0.4,0.7,155,SSE,1022.0,30.19,0.0,0.0,20,86,5.0,40.9,5.0,40.9,5.0,40.9,-15.9,3.5,0,0,0,0,10.0,6.0,0.8,1.3,1.0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,1006,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701597600,2023-12-03 18:00,4.5,40.2,0,0.7,1.1,55,NE,1022.0,30.19,0.0,0.0,21,77,4.5,40.2,4.5,40.2,4.5,40.2,-15.7,3.7,0,0,0,0,10.0,6.0,1.2,1.9,1.0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,1006,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701601200,2023-12-03 19:00,3.8,38.9,0,1.3,2.2,58,ENE,1022.0,30.19,0.0,0.0,23,100,3.8,38.9,3.8,38.9,3.8,38.9,-15.3,4.5,0,0,0,0,10.0,6.0,2.5,4.0,1.0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,1009,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701604800,2023-12-03 20:00,3.3,37.9,0,1.3,2.2,61,ENE,1022.0,30.18,0.0,0.0,25,61,3.3,37.9,3.3,37.9,3.3,37.9,-14.6,5.7,0,0,0,0,10.0,6.0,2.4,3.9,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701608400,2023-12-03 21:00,2.8,37.1,0,1.3,2.2,49,NE,1022.0,30.18,0.0,0.0,27,33,2.8,37.1,2.8,37.1,2.8,37.1,-14.1,6.7,0,0,0,0,10.0,6.0,2.4,3.9,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701612000,2023-12-03 22:00,2.3,36.1,0,2.0,3.2,26,NNE,1022.0,30.17,0.0,0.0,30,7,1.9,35.4,1.9,35.4,2.3,36.1,-13.5,7.7,0,0,0,0,10.0,6.0,3.6,5.9,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701615600,2023-12-03 23:00,2.1,35.7,0,2.0,3.2,24,NNE,1021.0,30.16,0.0,0.0,31,32,1.7,35.0,1.7,35.0,2.1,35.7,-13.2,8.2,0,0,0,0,10.0,6.0,3.6,5.8,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701619200,2023-12-04 00:00,1.8,35.3,0,2.5,4.0,14,NNE,1021.0,30.14,0.0,0.0,32,44,1.0,33.8,1.0,33.8,1.8,35.3,-13.2,8.2,0,0,0,0,10.0,6.0,4.5,7.2,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701622800,2023-12-04 01:00,1.6,34.8,0,2.2,3.6,21,NNE,1020.0,30.12,0.0,0.0,32,12,0.9,33.6,0.9,33.6,1.6,34.8,-13.2,8.3,0,0,0,0,10.0,6.0,4.1,6.7,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701626400,2023-12-04 02:00,1.3,34.3,0,2.2,3.6,37,NE,1020.0,30.11,0.0,0.0,33,0,0.6,33.1,0.6,33.1,1.3,34.3,-13.1,8.5,0,0,0,0,10.0,6.0,4.2,6.7,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701630000,2023-12-04 03:00,1.1,33.9,0,2.2,3.6,31,NNE,1019.0,30.09,0.0,0.0,34,0,0.3,32.6,0.3,32.6,1.1,33.9,-13.0,8.5,0,0,0,0,10.0,6.0,4.2,6.8,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701633600,2023-12-04 04:00,0.9,33.6,0,2.5,4.0,29,NNE,1018.0,30.07,0.0,0.0,34,0,-0.1,31.8,-0.1,31.8,0.9,33.6,-13.0,8.5,0,0,0,0,10.0,6.0,4.7,7.6,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701637200,2023-12-04 05:00,0.7,33.3,0,2.7,4.3,29,NNE,1018.0,30.06,0.0,0.0,35,0,-0.5,31.2,-0.5,31.2,0.7,33.3,-13.1,8.5,0,0,0,0,10.0,6.0,5.1,8.3,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701640800,2023-12-04 06:00,0.6,33.0,0,3.1,5.0,25,NNE,1018.0,30.06,0.0,0.0,35,0,-1.0,30.3,-1.0,30.3,0.6,33.0,-13.0,8.7,0,0,0,0,10.0,6.0,6.0,9.7,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701644400,2023-12-04 07:00,0.5,32.8,0,3.1,5.0,20,NNE,1018.0,30.07,0.0,0.0,36,16,-1.1,30.0,-1.1,30.0,0.5,32.8,-13.0,8.7,0,0,0,0,10.0,6.0,6.1,9.8,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701648000,2023-12-04 08:00,0.8,33.4,1,2.7,4.3,18,NNE,1019.0,30.08,0.0,0.0,35,5,-0.4,31.3,-0.4,31.3,0.8,33.4,-12.9,8.7,0,0,0,0,10.0,6.0,5.0,8.1,2.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701651600,2023-12-04 09:00,1.8,35.2,1,2.5,4.0,18,NNE,1019.0,30.09,0.0,0.0,32,15,0.9,33.7,0.9,33.7,1.8,35.2,-13.0,8.7,0,0,0,0,10.0,6.0,4.1,6.6,2.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701655200,2023-12-04 10:00,2.9,37.2,1,2.5,4.0,21,NNE,1019.0,30.09,0.0,0.0,30,24,2.2,35.9,2.2,35.9,2.9,37.2,-13.1,8.5,0,0,0,0,10.0,6.0,3.6,5.8,2.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701658800,2023-12-04 11:00,4.3,39.7,1,2.5,4.0,16,NNE,1019.0,30.08,0.0,0.0,26,12,3.8,38.8,3.8,38.8,4.3,39.7,-13.3,8.2,0,0,0,0,10.0,6.0,3.2,5.2,2.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701662400,2023-12-04 12:00,5.7,42.3,1,2.0,3.2,13,NNE,1017.0,30.04,0.0,0.0,23,8,5.7,42.2,5.7,42.2,5.7,42.3,-13.6,7.5,0,0,0,0,10.0,6.0,2.5,4.0,3.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701666000,2023-12-04 13:00,6.4,43.5,1,1.8,2.9,11,NNE,1017.0,30.02,0.0,0.0,22,12,6.4,43.5,6.4,43.5,6.4,43.5,-13.7,7.3,0,0,0,0,10.0,6.0,2.3,3.7,3.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701669600,2023-12-04 14:00,6.8,44.2,1,1.3,2.2,24,NNE,1016.0,30.0,0.0,0.0,22,10,6.8,44.2,6.8,44.2,6.8,44.2,-13.6,7.6,0,0,0,0,10.0,6.0,1.8,2.8,3.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701673200,2023-12-04 15:00,7.0,44.5,1,0.4,0.7,100,E,1016.0,30.0,0.0,0.0,22,5,7.0,44.5,7.0,44.5,7.0,44.5,-13.1,8.4,0,0,0,0,10.0,6.0,0.6,1.0,3.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701676800,2023-12-04 16:00,6.4,43.4,1,0.7,1.1,159,SSE,1016.0,30.0,0.0,0.0,23,3,6.4,43.4,6.4,43.4,6.4,43.4,-13.0,8.6,0,0,0,0,10.0,6.0,1.0,1.7,3.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701680400,2023-12-04 17:00,5.2,41.4,0,1.1,1.8,196,SSW,1016.0,30.01,0.0,0.0,25,2,5.2,41.4,5.2,41.4,5.2,41.4,-13.3,8.1,0,0,0,0,10.0,6.0,2.0,3.3,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701684000,2023-12-04 18:00,4.8,40.7,0,2.2,3.6,247,WSW,1017.0,30.03,0.0,0.0,25,0,4.5,40.2,4.5,40.2,4.8,40.7,-13.5,7.7,0,0,0,0,10.0,6.0,4.3,6.9,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701687600,2023-12-04 19:00,4.6,40.2,0,2.2,3.6,273,W,1017.0,30.04,0.0,0.0,25,2,4.2,39.6,4.2,39.6,4.6,40.2,-13.6,7.4,0,0,0,0,10.0,6.0,4.4,7.1,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701691200,2023-12-04 20:00,4.2,39.6,0,1.8,2.9,295,WNW,1017.0,30.05,0.0,0.0,26,3,4.2,39.6,4.2,39.6,4.2,39.6,-13.4,7.8,0,0,0,0,10.0,6.0,3.6,5.8,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701694800,2023-12-04 21:00,3.9,39.0,0,2.0,3.2,324,NW,1018.0,30.05,0.0,0.0,28,3,3.7,38.6,3.7,38.6,3.9,39.0,-13.0,8.6,0,0,0,0,10.0,6.0,4.1,6.7,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701698400,2023-12-04 22:00,3.5,38.4,0,2.2,3.6,347,NNW,1018.0,30.05,0.0,0.0,30,2,3.1,37.5,3.1,37.5,3.5,38.4,-12.4,9.7,0,0,0,0,10.0,6.0,4.6,7.5,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701702000,2023-12-04 23:00,3.2,37.7,0,2.7,4.3,352,N,1018.0,30.06,0.0,0.0,32,2,2.3,36.2,2.3,36.2,3.2,37.7,-11.8,10.7,0,0,0,0,10.0,6.0,5.5,8.9,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Beijing,Beijing,China,39.9,116.41,Asia/Shanghai,1701478824,2023-12-02 9:00
1701455400,2023-12-02 00:00,25.1,77.1,0,5.1,8.3,2,N,1011.0,29.85,0.0,0.0,69,5,26.6,80.0,25.1,77.1,26.6,80.0,19.0,66.3,0,0,0,0,10.0,6.0,7.4,12.0,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701459000,2023-12-02 01:00,24.9,76.8,0,5.1,8.3,13,NNE,1011.0,29.84,0.0,0.0,70,3,26.5,79.7,24.9,76.8,26.5,79.7,19.0,66.2,0,0,0,0,10.0,6.0,7.4,12.0,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701462600,2023-12-02 02:00,24.6,76.3,0,5.1,8.3,28,NNE,1010.0,29.83,0.0,0.0,71,2,26.3,79.3,24.6,76.3,26.3,79.3,19.0,66.2,0,0,0,0,10.0,6.0,7.5,12.0,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701466200,2023-12-02 03:00,24.4,75.9,0,5.1,8.3,39,NE,1010.0,29.82,0.0,0.0,72,2,26.1,78.9,24.4,75.9,26.1,78.9,19.0,66.2,0,0,0,0,10.0,6.0,7.5,12.1,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701469800,2023-12-02 04:00,24.2,75.6,0,4.5,7.2,40,NE,1010.0,29.82,0.0,0.0,72,3,25.9,78.6,24.2,75.6,25.9,78.6,18.9,66.1,0,0,0,0,10.0,6.0,6.6,10.6,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701473400,2023-12-02 05:00,24.2,75.5,0,4.3,6.8,34,NE,1010.0,29.83,0.0,0.0,73,4,25.9,78.6,24.2,75.5,25.9,78.6,18.9,66.0,0,0,0,0,10.0,6.0,6.3,10.1,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701477000,2023-12-02 06:00,24.0,75.2,0,4.3,6.8,100,E,1010.0,29.83,0.0,0.0,94,0,25.9,78.6,24.2,75.5,25.9,78.6,19.0,66.1,0,0,0,0,1.8,1.0,7.0,11.3,1.0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701480600,2023-12-02 07:00,24.4,75.9,1,4.5,7.2,49,NE,1011.0,29.86,0.0,0.0,72,6,26.1,78.9,24.4,75.9,26.1,78.9,19.0,66.1,0,0,0,0,10.0,6.0,6.5,10.4,6.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701484200,2023-12-02 08:00,25.0,77.1,1,4.0,6.5,70,ENE,1012.0,29.88,0.0,0.0,69,11,26.6,79.9,25.0,77.1,26.6,79.9,18.9,66.1,0,0,0,0,10.0,6.0,5.4,8.7,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701487800,2023-12-02 09:00,26.0,78.7,1,4.0,6.5,57,ENE,1012.0,29.9,0.0,0.0,65,17,27.4,81.4,26.0,78.7,27.4,81.4,18.8,65.9,0,0,0,0,10.0,6.0,5.1,8.3,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701491400,2023-12-02 10:00,27.0,80.6,1,3.6,5.8,51,NE,1012.0,29.89,0.0,0.0,60,16,28.4,83.1,27.0,80.7,28.4,83.1,18.6,65.4,0,0,0,0,10.0,6.0,4.5,7.2,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701495000,2023-12-02 11:00,28.0,82.4,1,2.5,4.0,62,ENE,1011.0,29.86,0.0,0.0,56,16,29.3,84.8,28.0,82.4,29.3,84.8,18.4,65.2,0,0,0,0,10.0,6.0,3.0,4.9,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701498600,2023-12-02 12:00,28.8,83.8,1,0.9,1.4,281,WNW,1010.0,29.83,0.0,0.0,54,12,30.2,86.3,28.8,83.8,30.2,86.3,18.6,65.4,0,0,0,0,10.0,6.0,1.1,1.8,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701502200,2023-12-02 13:00,29.0,84.2,1,5.6,9.0,284,WNW,1009.0,29.78,0.0,0.0,55,9,30.7,87.2,29.0,84.2,30.7,87.2,19.2,66.5,0,0,0,0,10.0,6.0,7.0,11.2,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701505800,2023-12-02 14:00,28.9,84.1,1,9.4,15.1,289,WNW,1008.0,29.76,0.0,0.0,58,7,30.9,87.5,28.9,84.1,30.9,87.5,19.7,67.5,0,0,0,0,10.0,6.0,11.9,19.2,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701509400,2023-12-02 15:00,28.6,83.4,1,11.4,18.4,294,WNW,1007.0,29.75,0.0,0.0,60,10,30.6,87.2,28.6,83.4,30.6,87.2,20.1,68.2,0,0,0,0,10.0,6.0,14.6,23.5,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701513000,2023-12-02 16:00,28.3,82.9,1,11.2,18.0,304,NW,1007.0,29.75,0.0,0.0,63,15,30.4,86.8,28.3,82.9,30.4,86.8,20.5,68.8,0,0,0,0,10.0,6.0,14.8,23.8,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701516600,2023-12-02 17:00,28.0,82.3,1,9.6,15.5,313,NW,1008.0,29.77,0.0,0.0,65,17,30.2,86.3,28.0,82.3,30.2,86.3,20.7,69.2,0,0,0,0,10.0,6.0,13.2,21.3,7.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701520200,2023-12-02 18:00,27.8,82.1,0,8.7,14.0,319,NW,1009.0,29.79,0.0,0.0,66,12,30.1,86.2,27.8,82.1,30.1,86.2,20.9,69.6,0,0,0,0,10.0,6.0,12.3,19.8,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701523800,2023-12-02 19:00,27.7,81.9,0,8.3,13.3,324,NW,1009.0,29.8,0.0,0.0,67,9,30.1,86.2,27.7,81.9,30.1,86.2,21.1,70.1,0,0,0,0,10.0,6.0,12.0,19.3,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701527400,2023-12-02 20:00,27.6,81.6,0,6.9,11.2,330,NNW,1010.0,29.83,0.0,0.0,69,8,30.1,86.1,27.6,81.6,30.1,86.1,21.4,70.5,0,0,0,0,10.0,6.0,10.2,16.4,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701531000,2023-12-02 21:00,27.5,81.5,0,6.9,11.2,355,N,1011.0,29.85,0.0,0.0,70,10,30.0,86.0,27.5,81.5,30.0,86.0,21.5,70.7,0,0,0,0,10.0,6.0,10.2,16.5,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701534600,2023-12-02 22:00,27.5,81.4,0,6.9,11.2,357,N,1011.0,29.85,0.0,0.0,70,9,30.0,85.9,27.5,81.4,30.0,85.9,21.5,70.6,0,0,0,0,10.0,6.0,10.3,16.6,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701538200,2023-12-02 23:00,27.4,81.3,0,4.9,7.9,358,N,1011.0,29.84,0.0,0.0,70,8,29.8,85.6,27.4,81.2,29.8,85.6,21.4,70.4,0,0,0,0,10.0,6.0,7.5,12.1,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701541800,2023-12-03 00:00,27.3,81.1,0,4.5,7.2,360,N,1010.0,29.83,0.0,0.0,69,7,29.5,85.1,27.3,81.1,29.5,85.1,21.1,69.9,0,0,0,0,10.0,6.0,6.9,11.1,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701545400,2023-12-03 01:00,27.1,80.8,0,4.7,7.6,15,NNE,1010.0,29.82,0.0,0.0,69,6,29.3,84.8,27.1,80.8,29.3,84.8,20.9,69.7,0,0,0,0,10.0,6.0,7.3,11.8,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701549000,2023-12-03 02:00,27.0,80.6,0,4.9,7.9,36,NE,1009.0,29.81,0.0,0.0,69,7,29.1,84.3,27.0,80.6,29.1,84.3,20.7,69.3,0,0,0,0,10.0,6.0,7.7,12.4,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701552600,2023-12-03 03:00,26.8,80.3,0,5.1,8.3,48,NE,1009.0,29.8,0.0,0.0,68,23,28.8,83.8,26.8,80.3,28.8,83.8,20.5,69.0,0,0,0,0,10.0,6.0,8.2,13.1,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701556200,2023-12-03 04:00,26.6,80.0,0,5.6,9.0,63,ENE,1009.0,29.8,0.0,0.0,68,32,28.6,83.4,26.6,80.0,28.6,83.4,20.4,68.7,0,0,0,0,10.0,6.0,8.9,14.4,1.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701559800,2023-12-03 05:00,26.6,79.9,0,5.6,9.0,72,ENE,1009.0,29.8,0.0,0.0,68,8,28.5,83.2,26.6,79.9,28.5,83.2,20.2,68.4,0,0,0,0,10.0,6.0,9.0,14.4,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
1701563400,2023-12-03 06:00,26.5,79.6,0,5.8,9.4,74,ENE,1010.0,29.82,0.0,0.0,68,7,28.3,82.9,26.5,79.6,28.3,82.9,20.1,68.1,0,0,0,0,10.0,6.0,9.6,15.4,1.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,Bombay,Maharashtra,India,19.08,72.88,Asia/Kolkata,1701478825,2023-12-02 6:30
